Organization legal name or 'doing business as' name,Group PAC ID,State,ACO PC ID 1,ACO Name 1,ACO PC ID 2,ACO Name 2,Participating in PQRS,Measure Identifier,Measure Title,Inverse Measure,Measure Performance Rate,Denominator Count,Star Value,Five Star Benchmark,Footnote,Collection Type,Reported on PC Live Site
UNITY FAMILY HEALTHCARE,9830003516,MN,,,,,Y,PQRS_GRP_117_1,Diabetes: Eye Exam - National Quality Strategy,N,,3,,80,1,WI,Y
UNITY FAMILY HEALTHCARE,9830003516,MN,,,,,Y,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy - Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),N,,1,,,1,WI,N
UNITY FAMILY HEALTHCARE,9830003516,MN,,,,,Y,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,N,,15,,93,1,WI,Y
UNITY FAMILY HEALTHCARE,9830003516,MN,,,,,Y,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,N,100,25,,,,WI,N
UNITY FAMILY HEALTHCARE,9830003516,MN,,,,,Y,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,N,,9,,93,1,WI,Y
UNITY FAMILY HEALTHCARE,9830003516,MN,,,,,Y,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,N,,0,,,2,WI,N
UNITY FAMILY HEALTHCARE,9830003516,MN,,,,,Y,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,N,,10,,,1,WI,N
UNITY FAMILY HEALTHCARE,9830003516,MN,,,,,Y,PQRS_GRP_318_1,Falls: Screening for Future Fall Risk,N,,13,,99,1,WI,Y
INTERCITY RADIOLOGY PC,9830003847,MT,,,,,Y,PQRS_GRP_145_1,Radiology: Exposure Time Reported for Procedures Using Fluoroscopy,N,80,323,,,,REG,N
INTERCITY RADIOLOGY PC,9830003847,MT,,,,,Y,PQRS_GRP_146_1,"Radiology: Inappropriate Use of ""Probably Benign"" Assessment Category in Mammography Screening",Y,0,552,,,,REG,N
INTERCITY RADIOLOGY PC,9830003847,MT,,,,,Y,PQRS_GRP_147_1,Nuclear Medicine: Correlation with Existing Imaging Studies for All Patients Undergoing Bone Scintigraphy,N,97,250,,,,REG,N
INTERCITY RADIOLOGY PC,9830003847,MT,,,,,Y,PQRS_GRP_195_1,Radiology: Stenosis Measurement in Carotid Imaging Reports,N,79,410,,,,REG,N
INTERCITY RADIOLOGY PC,9830003847,MT,,,,,Y,PQRS_GRP_225_1,Radiology: Reminder System for Screening Mammograms,N,100,291,,,,REG,N
INTERCITY RADIOLOGY PC,9830003847,MT,,,,,Y,PQRS_GRP_322_1,Cardiac Stress Imaging Not Meeting Appropriate Use Criteria: Preoperative Evaluation in Low Risk Surgery Patients,Y,0,88,,,,REG,N
INTERCITY RADIOLOGY PC,9830003847,MT,,,,,Y,PQRS_GRP_323_1,Cardiac Stress Imaging Not Meeting Appropriate Use Criteria: Routine Testing After Percutaneous Coronary Intervention (PCI),Y,0,88,,,,REG,N
INTERCITY RADIOLOGY PC,9830003847,MT,,,,,Y,PQRS_GRP_324_1,"Cardiac Stress Imaging Not Meeting Appropriate Use Criteria: Testing in Asymptomatic, Low-Risk Patients",Y,0,88,,,,REG,N
INTERCITY RADIOLOGY PC,9830003847,MT,,,,,Y,PQRS_GRP_76_1,Prevention of Central Venous Catheter (CVC)-Related Bloodstream Infections,N,100,67,,,,REG,N
BAYLOR ALL SAINTS MEDICAL CENTER,9830007418,TX,A65633,Baylor Scott & White Quality Alliance,,,Y,,,,,,,,,,
BAYLOR UNIVERSITY MEDICAL CENTER,9830007467,TX,A65633,Baylor Scott & White Quality Alliance,,,Y,,,,,,,,,,
WASHINGTON UNIVERSITY,9830008770,MO,,,,,Y,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,N,94,5603,4,100,,REG,Y
WASHINGTON UNIVERSITY,9830008770,MO,,,,,Y,PQRS_GRP_93_1,Acute Otitis Externa (AOE): Systemic Antimicrobial Therapy - Avoidance of Inappropriate Use,N,99,144,,,,REG,N
COMMUNITY HEALTH CARE INC,9830008895,IL,A91712,"University of Iowa Health Alliance Accountable Care Organization, LLC",,,Y,,,,,,,,,,
HUNTERDON MEDICAL CENTER,9830009711,NJ,,,,,Y,PQRS_GRP_39_1,Screening or Therapy for Osteoporosis for Women Aged 65 Years and Older,N,67,2652,,,,REG,N
HUNTERDON MEDICAL CENTER,9830009711,NJ,,,,,Y,PQRS_GRP_47_1,Advance Care Plan,N,90,7416,4,100,,REG,Y
NEBRASKA SPINE CENTER LLP,9830080613,NE,,,,,Y,PQRS_GRP_109_1,Osteoarthritis (OA): Function and Pain Assessment,N,34,618,,,,REG,N
NEBRASKA SPINE CENTER LLP,9830080613,NE,,,,,Y,PQRS_GRP_131_1,Pain Assessment and Follow-Up,N,94,10485,,,,REG,N
NEBRASKA SPINE CENTER LLP,9830080613,NE,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,94,4853,4,100,,REG,Y
NEBRASKA SPINE CENTER LLP,9830080613,NE,,,,,Y,PQRS_GRP_39_1,Screening or Therapy for Osteoporosis for Women Aged 65 Years and Older,N,1,2236,,,,REG,N
21ST CENTURY ONCOLOGY LLC,9830082882,FL,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,80,130270,3,100,,REG,Y
"MEDICAL CLINIC OF NORTH TEXAS, PLLC",9830084540,TX,A82420,USMD Physician Services,,,Y,,,,,,,,,,
UNITED MEDICAL GROUP LLC,9830085950,KS,A05696,"KCMPA-ACO, LLC",,,Y,,,,,,,,,,
EAR NOSE AND THROAT SPECIALISTS OF WISCONSIN SC,9830086925,WI,NG444,ThedaCare ACO LLC,,,Y,,,,,,,,,,
CLINICA HISPANA PA,9830087394,TX,A03682,Physicians ACO,,,Y,,,,,,,,,,
"PLEASANTVILLE PHYSICAL THERAPY SPORTS CARE, PC",9830088814,NY,,,,,Y,PQRS_GRP_131_1,Pain Assessment and Follow-Up,N,100,41,,,,REG,N
"PLEASANTVILLE PHYSICAL THERAPY SPORTS CARE, PC",9830088814,NY,,,,,Y,PQRS_GRP_182_1,Functional Outcome Assessment,N,100,41,,,,REG,N
OB-GYN ASSOCIATES PC,9830089929,IA,NG455,Iowa Health Accountable Care,,,Y,,,,,,,,,,
UNIVERSITY ORTHOPAEDIC CLINIC P C,9830091859,AL,,,,,Y,PQRS_GRP_109_1,Osteoarthritis (OA): Function and Pain Assessment,N,88,3409,,,,REG,N
UNIVERSITY ORTHOPAEDIC CLINIC P C,9830091859,AL,,,,,Y,PQRS_GRP_21_1,Perioperative Care: Selection of Prophylactic Antibiotic - First OR Second Generation Cephalosporin,N,96,589,,,,REG,N
UNIVERSITY ORTHOPAEDIC CLINIC P C,9830091859,AL,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,93,3265,4,100,,REG,Y
UNIVERSITY ORTHOPAEDIC CLINIC P C,9830091859,AL,,,,,Y,PQRS_GRP_22_1,Perioperative Care: Discontinuation of Prophylactic Parenteral Antibiotics (Non-Cardiac Procedures),N,96,588,,,,REG,N
UNIVERSITY ORTHOPAEDIC CLINIC P C,9830091859,AL,,,,,Y,PQRS_GRP_23_1,Perioperative Care: Venous Thromboembolism (VTE) Prophylaxis (When Indicated in ALL Patients),N,95,505,,,,REG,N
UNIVERSITY ORTHOPAEDIC CLINIC P C,9830091859,AL,,,,,Y,PQRS_GRP_47_1,Advance Care Plan,N,88,2774,4,100,,REG,Y
"AMG, A PROFESSIONAL MEDICAL CORP",9830092279,CA,A54247,"Allied Physicians ACO, LLC",,,Y,,,,,,,,,,
ST AGNES HEALTHCARE INC,9830092733,MD,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,93,12795,4,100,,REG,Y
ST AGNES HEALTHCARE INC,9830092733,MD,,,,,Y,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly,Y,4,10811,4,0,,REG,Y
ST AGNES HEALTHCARE INC,9830092733,MD,,,,,Y,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,N,83,2501,3,100,,REG,Y
ST AGNES HEALTHCARE INC,9830092733,MD,,,,,Y,PQRS_GRP_93_1,Acute Otitis Externa (AOE): Systemic Antimicrobial Therapy - Avoidance of Inappropriate Use,N,95,286,,,,REG,N
CAPE RADIOLOGY GROUP PC,9830093236,MO,,,,,Y,PQRS_GRP_146_1,"Radiology: Inappropriate Use of ""Probably Benign"" Assessment Category in Mammography Screening",Y,0,14301,,,,REG,N
CAPE RADIOLOGY GROUP PC,9830093236,MO,,,,,Y,PQRS_GRP_147_1,Nuclear Medicine: Correlation with Existing Imaging Studies for All Patients Undergoing Bone Scintigraphy,N,100,1186,,,,REG,N
CAPE RADIOLOGY GROUP PC,9830093236,MO,,,,,Y,PQRS_GRP_195_1,Radiology: Stenosis Measurement in Carotid Imaging Reports,N,73,4214,,,,REG,N
CAPE RADIOLOGY GROUP PC,9830093236,MO,,,,,Y,PQRS_GRP_21_1,Perioperative Care: Selection of Prophylactic Antibiotic - First OR Second Generation Cephalosporin,N,37,108,,,,REG,N
CAPE RADIOLOGY GROUP PC,9830093236,MO,,,,,Y,PQRS_GRP_225_1,Radiology: Reminder System for Screening Mammograms,N,99,14301,,,,REG,N
CAPE RADIOLOGY GROUP PC,9830093236,MO,,,,,Y,PQRS_GRP_23_1,Perioperative Care: Venous Thromboembolism (VTE) Prophylaxis (When Indicated in ALL Patients),N,94,80,,,,REG,N
CAPE RADIOLOGY GROUP PC,9830093236,MO,,,,,Y,PQRS_GRP_76_1,Prevention of Central Venous Catheter (CVC)-Related Bloodstream Infections,N,100,734,,,,REG,N
AMERICAN HEALTH NETWORK OF INDIANA LLC,9830093533,IN,A97609,"Franciscan AHN ACO, LLC",,,Y,,,,,,,,,,
REGENTS OF THE UNIVERSITY OF CALIFORNIA,9830094275,CA,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,93,16370,4,100,,REG,Y
REGENTS OF THE UNIVERSITY OF CALIFORNIA,9830094275,CA,,,,,Y,PQRS_GRP_47_1,Advance Care Plan,N,55,4256,3,100,,REG,Y
SUTTER VALLEY MEDICAL FOUNDATION,9830094515,CA,,,,,Y,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,N,69,590,4,87,,WI,Y
SUTTER VALLEY MEDICAL FOUNDATION,9830094515,CA,,,,,Y,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,N,84,608,4,93,,WI,Y
SUTTER VALLEY MEDICAL FOUNDATION,9830094515,CA,,,,,Y,PQRS_GRP_113_1,Colorectal Cancer Screening,N,80,590,4,84,,WI,Y
SUTTER VALLEY MEDICAL FOUNDATION,9830094515,CA,,,,,Y,PQRS_GRP_117_1,Diabetes: Eye Exam - National Quality Strategy,N,59,576,3,80,,WI,Y
SUTTER VALLEY MEDICAL FOUNDATION,9830094515,CA,,,,,Y,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy - Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),N,89,137,,,,WI,N
SUTTER VALLEY MEDICAL FOUNDATION,9830094515,CA,,,,,Y,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,N,70,602,3,93,,WI,Y
SUTTER VALLEY MEDICAL FOUNDATION,9830094515,CA,,,,,Y,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,N,99,3371,,,,WI,N
SUTTER VALLEY MEDICAL FOUNDATION,9830094515,CA,,,,,Y,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,N,25,481,2,93,,WI,Y
SUTTER VALLEY MEDICAL FOUNDATION,9830094515,CA,,,,,Y,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,N,91,503,,,,WI,N
SUTTER VALLEY MEDICAL FOUNDATION,9830094515,CA,,,,,Y,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,N,38,423,,,,WI,N
SUTTER VALLEY MEDICAL FOUNDATION,9830094515,CA,,,,,Y,PQRS_GRP_318_1,Falls: Screening for Future Fall Risk,N,50,604,3,99,,WI,Y
AHRC HEALTH CARE INC,9830094663,NY,A24804,"Alliance for Integrated Care of New York, LLC",,,Y,,,,,,,,,,
UNIVERSITY OF MIAMI ANESTHESIOLOGY,9830095751,FL,,,,,Y,PQRS_GRP_131_1,Pain Assessment and Follow-Up,N,90,2034,,,,REG,N
UNIVERSITY OF MIAMI ANESTHESIOLOGY,9830095751,FL,,,,,Y,PQRS_GRP_154_1,Falls: Risk Assessment,N,100,40,,,,REG,N
UNIVERSITY OF MIAMI ANESTHESIOLOGY,9830095751,FL,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,100,772,5,100,,REG,Y
CARILION MEDICAL CENTER,9830096585,VA,A73700,Doctors Connected,,,Y,,,,,,,,,,
"SOUTHTOWNS RADIOLOGY ASSOCIATES, LLC",9830097542,NY,A04423,"Catholic Medical Partners-Accountable Care IPA, Inc.",,,Y,,,,,,,,,,
NORTH AMERICAN PARTNERS IN PAIN MANAGEMENT LLP,9830097872,NY,,,,,Y,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly,Y,14,3250,3,0,,REG,Y
NORTH AMERICAN PARTNERS IN PAIN MANAGEMENT LLP,9830097872,NY,,,,,Y,PQRS_GRP_47_1,Advance Care Plan,N,53,2834,3,100,,REG,Y
SUMMIT IMAGING INC,9830098201,OR,,,,,Y,PQRS_GRP_145_1,Radiology: Exposure Time Reported for Procedures Using Fluoroscopy,N,39,242,,,,REG,N
SUMMIT IMAGING INC,9830098201,OR,,,,,Y,PQRS_GRP_146_1,"Radiology: Inappropriate Use of ""Probably Benign"" Assessment Category in Mammography Screening",Y,0,553,,,,REG,N
SUMMIT IMAGING INC,9830098201,OR,,,,,Y,PQRS_GRP_147_1,Nuclear Medicine: Correlation with Existing Imaging Studies for All Patients Undergoing Bone Scintigraphy,N,100,43,,,,REG,N
SUMMIT IMAGING INC,9830098201,OR,,,,,Y,PQRS_GRP_195_1,Radiology: Stenosis Measurement in Carotid Imaging Reports,N,93,181,,,,REG,N
SUMMIT IMAGING INC,9830098201,OR,,,,,Y,PQRS_GRP_225_1,Radiology: Reminder System for Screening Mammograms,N,97,553,,,,REG,N
SUMMIT IMAGING INC,9830098201,OR,,,,,Y,PQRS_GRP_322_1,Cardiac Stress Imaging Not Meeting Appropriate Use Criteria: Preoperative Evaluation in Low Risk Surgery Patients,Y,0,49,,,,REG,N
SUMMIT IMAGING INC,9830098201,OR,,,,,Y,PQRS_GRP_323_1,Cardiac Stress Imaging Not Meeting Appropriate Use Criteria: Routine Testing After Percutaneous Coronary Intervention (PCI),Y,0,49,,,,REG,N
SUMMIT IMAGING INC,9830098201,OR,,,,,Y,PQRS_GRP_324_1,"Cardiac Stress Imaging Not Meeting Appropriate Use Criteria: Testing in Asymptomatic, Low-Risk Patients",Y,2,49,,,,REG,N
KIDNEY AND HYPERTENSION CENTER INC,9830099985,OH,A58588,"Mercy Health Select, LLC",,,Y,,,,,,,,,,
ANDREW LEVINE MD PA,9830100775,TX,A12732,Buena Vida y Salud LLC,,,Y,,,,,,,,,,
SOUTHERN OKLAHOMA EAR NOSE THROAT AND ALLGERY CLINIC INC,9830101674,OK,A07527,"Premier Patient Healthcare, LLC",,,Y,,,,,,,,,,
NORTH MACON FAMILY HEALTHCARE ASSOCIATES,9830101799,GA,A89091,"Georgia Physicians for Accountable Care, LLC",,,Y,,,,,,,,,,
GEORGIA VASCULAR SPECIALISTS PC,9830108000,GA,A67733,The Premier HealthCare Network LLC,,,Y,,,,,,,,,,
ZANESVILLE FAMILY PRACTICE INC,9830110089,OH,A70007,OICP,,,Y,,,,,,,,,,
"CYNTHIA J. MOORMAN, M.D., P.A.",9830111830,MD,A91307,Frederick Integrated Healthcare Network LLC,,,Y,,,,,,,,,,
"OSU OTOLARYNGOLOGY HEAD AND NECK SURGERY, LLC",9830114529,OH,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,92,4268,4,100,,REG,Y
"OSU OTOLARYNGOLOGY HEAD AND NECK SURGERY, LLC",9830114529,OH,,,,,Y,PQRS_GRP_22_1,Perioperative Care: Discontinuation of Prophylactic Parenteral Antibiotics (Non-Cardiac Procedures),N,100,82,,,,REG,N
"OSU OTOLARYNGOLOGY HEAD AND NECK SURGERY, LLC",9830114529,OH,,,,,Y,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly,Y,8,2789,4,0,,REG,Y
"OSU OTOLARYNGOLOGY HEAD AND NECK SURGERY, LLC",9830114529,OH,,,,,Y,PQRS_GRP_400_1,Hepatitis C: One-Time Screening for Hepatitis C Virus (HCV) for Patients at Risk,N,26,710,,,,REG,N
"OSU OTOLARYNGOLOGY HEAD AND NECK SURGERY, LLC",9830114529,OH,,,,,Y,PQRS_GRP_46_3,Medication Reconciliation Post-Discharge,N,100,1373,,,,REG,N
"MICHIGAN FAMILY PHYSICIANS, PC",9830115096,MI,A55185,POM ACO,,,Y,,,,,,,,,,
MIDLANDS FAMILY MEDICINE,9830115500,NE,A91256,SERPA-ACO,,,Y,,,,,,,,,,
ALSAN MEDICAL CLINIC P.C.,9830127463,MI,P026,Michigan Pioneer ACO,,,Y,,,,,,,,,,
MARIN GASTROENTEROLOGY,9830131580,CA,A82661,"Meritage ACO, LLC",,,Y,,,,,,,,,,
"BOSTON UNIVERSITY AFFILIATED PHYSICIANS, INC.",9830133123,MA,A79410,"BMC Integrated Care Services, Inc.",,,Y,,,,,,,,,,
"JIMMY C. HUANG, DO, A PROFESSIONAL CORP",9830134170,CA,A54247,"Allied Physicians ACO, LLC",,,Y,,,,,,,,,,
RADIOLOGISTS PA,9830140607,AR,,,,,Y,PQRS_GRP_145_1,Radiology: Exposure Time Reported for Procedures Using Fluoroscopy,N,78,1182,,,,REG,N
RADIOLOGISTS PA,9830140607,AR,,,,,Y,PQRS_GRP_146_1,"Radiology: Inappropriate Use of ""Probably Benign"" Assessment Category in Mammography Screening",Y,1,3870,,,,REG,N
RADIOLOGISTS PA,9830140607,AR,,,,,Y,PQRS_GRP_147_1,Nuclear Medicine: Correlation with Existing Imaging Studies for All Patients Undergoing Bone Scintigraphy,N,74,431,,,,REG,N
RADIOLOGISTS PA,9830140607,AR,,,,,Y,PQRS_GRP_195_1,Radiology: Stenosis Measurement in Carotid Imaging Reports,N,87,1130,,,,REG,N
RADIOLOGISTS PA,9830140607,AR,,,,,Y,PQRS_GRP_21_1,Perioperative Care: Selection of Prophylactic Antibiotic - First OR Second Generation Cephalosporin,N,63,32,,,,REG,N
RADIOLOGISTS PA,9830140607,AR,,,,,Y,PQRS_GRP_225_1,Radiology: Reminder System for Screening Mammograms,N,62,3870,,,,REG,N
RADIOLOGISTS PA,9830140607,AR,,,,,Y,PQRS_GRP_76_1,Prevention of Central Venous Catheter (CVC)-Related Bloodstream Infections,N,92,186,,,,REG,N
C.L. ANDERSON JR M.D. P.A.,9830142157,TX,A16779,Sunshine ACO LLC,,,Y,,,,,,,,,,
CLERMONT MEDICAL CENTER PA,9830146737,FL,A53441,"Aledade Florida Central ACO, LLC",,,Y,,,,,,,,,,
MOUNTAIN VIEW FAMILY MEDICINE,9830160225,CO,A26254,"Central US ACO, LLC",,,Y,,,,,,,,,,
"CARDIOLOGY SPECIALISTS MEDICAL GROUP, INC.",9830164359,CA,A24144,"Physicians Accountable Care Solutions, LLC",,,Y,,,,,,,,,,
UTAH GASTROENTEROLOGY PC,9830174150,UT,A38301,Physicians Accountable Care of Utah,,,Y,,,,,,,,,,
"EAST CENTRAL FLORIDA OUTPATIENT IMAGING, LLC",9830175199,FL,,,,,Y,PQRS_GRP_145_1,Radiology: Exposure Time Reported for Procedures Using Fluoroscopy,N,100,2472,,,,REG,N
"EAST CENTRAL FLORIDA OUTPATIENT IMAGING, LLC",9830175199,FL,,,,,Y,PQRS_GRP_147_1,Nuclear Medicine: Correlation with Existing Imaging Studies for All Patients Undergoing Bone Scintigraphy,N,100,988,,,,REG,N
"EAST CENTRAL FLORIDA OUTPATIENT IMAGING, LLC",9830175199,FL,,,,,Y,PQRS_GRP_195_1,Radiology: Stenosis Measurement in Carotid Imaging Reports,N,100,2389,,,,REG,N
BAY AREA FAMILY CARE OF TRAVERSE CITY PLC,9830176650,MI,A19855,Northern Michigan Health Network,,,Y,,,,,,,,,,
"TAMBERLY MCCOY, M.D.,PLLC",9830183664,KY,A93592,"Kentucky Physicians for Accountable Care, LLC",,,Y,,,,,,,,,,
"BOSTON UNIVERSITY GENERAL SURGICAL ASSOCIATES, INC.",9830183763,MA,A79410,"BMC Integrated Care Services, Inc.",,,Y,,,,,,,,,,
KRISHNA J MOHAN MD INC,9830184217,CA,A54062,Prime Healthcare ACO,,,Y,,,,,,,,,,
REYNOLDS MEMORIAL HOSPITAL INC,9830184530,WV,A41540,Ohio River Basin ACO,,,Y,,,,,,,,,,
ROWLAND FLATT CLINIC,9830186824,OK,A66885,"Access Care Oklahoma, LLC",,,Y,,,,,,,,,,
"ALEX FOXMAN, M.D., INC.",9830186873,CA,A43641,National ACO,,,Y,,,,,,,,,,
SAINT LUKES PHYSICIAN GROUP II LLC,9830196799,KS,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,90,27169,4,100,,REG,Y
SAINT LUKES PHYSICIAN GROUP II LLC,9830196799,KS,,,,,Y,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly,Y,33,16813,2,0,,REG,Y
"CHATTANOOGA FAMILY PRACTICE ASSOCIATES, P.C.",9830197540,TN,A07433,"Mission Health Care Network, LLC",,,Y,,,,,,,,,,
AMERICAN PROFESSIONAL ASSOCIATES LLC,9830199157,GA,A89091,"Georgia Physicians for Accountable Care, LLC",,,Y,,,,,,,,,,
"VIRTUA MEDICAL GROUP, PA",9830222397,NJ,A69364,VirtuaCare,,,Y,,,,,,,,,,
SACRED HEART HOSPITAL ON THE GULF,9830231034,FL,A39975,Gulf Coast Health Partners,,,Y,,,,,,,,,,
MILLENNIUM PHYSICIAN GROUP LLC,9830244433,FL,A07870,"Millennium Accountable Care Organization, LLC",,,Y,,,,,,,,,,
"EAR, NOSE and THROAT ASSOCIATES OF MOUNTAIN HOME, PA",9830246693,AR,A69266,Baxter Physician Partners,,,Y,,,,,,,,,,
AJD MEDICAL LLC,9830247147,FL,,,,,Y,PQRS_GRP_131_1,Pain Assessment and Follow-Up,N,98,898,,,,REG,N
AJD MEDICAL LLC,9830247147,FL,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,98,464,4,100,,REG,Y
AJD MEDICAL LLC,9830247147,FL,,,,,Y,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly,Y,1,381,4,0,,REG,Y
"JFK INTERNAL MEDICINE FACULTY PRACTICE, LLC",9830254671,FL,NG443,"Baroma Accountable Care, LLC.",,,Y,,,,,,,,,,
WAYNE N EVANCHO DO PA,9830259910,FL,A49262,"Broward Guardian, LLC",,,Y,,,,,,,,,,
LE and CHANG FAMILY URGENT CARE PC,9830264340,MA,A62480,Baptist Integrated Physician Partners,,,Y,,,,,,,,,,
VITALOGY PA,9830273648,TX,,,,,Y,PQRS_GRP_137_1,Melanoma: Continuity of Care - Recall System,N,95,514,,,,REG,N
VITALOGY PA,9830273648,TX,,,,,Y,PQRS_GRP_138_1,Melanoma: Coordination of Care,N,55,105,,,,REG,N
VITALOGY PA,9830273648,TX,,,,,Y,PQRS_GRP_224_1,Melanoma: Overutilization of Imaging Studies in Melanoma,N,100,512,,,,REG,N
VITALOGY PA,9830273648,TX,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,97,9154,4,100,,REG,Y
VITALOGY PA,9830273648,TX,,,,,Y,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly,Y,0,8056,5,0,,REG,Y
VITALOGY PA,9830273648,TX,,,,,Y,PQRS_GRP_265_1,Biopsy Follow-Up,N,93,1679,,,,REG,N
"ORANGE COUNTY VASCULAR ACCESS, A MEDICAL CORPORATION",9830278076,CA,NG458,"MemorialCare Regional ACO, LLC",,,Y,,,,,,,,,,
"SANJAY PETHKAR, M.D., S. C.",9830282565,IL,A33458,Medicare Value Partners,,,Y,,,,,,,,,,
CENTRO MEDICO IBEROAMERICANO INC.,9830287176,NJ,A85439,"RGV ACO Health Providers, LLC",,,Y,,,,,,,,,,
"RAPID REHAB and WELLNESS CENTER, INC.",9830298603,NV,,,,,Y,PQRS_GRP_131_1,Pain Assessment and Follow-Up,N,100,895,,,,REG,N
"RAPID REHAB and WELLNESS CENTER, INC.",9830298603,NV,,,,,Y,PQRS_GRP_154_1,Falls: Risk Assessment,N,93,42,,,,REG,N
"RAPID REHAB and WELLNESS CENTER, INC.",9830298603,NV,,,,,Y,PQRS_GRP_155_1,Falls: Plan of Care,N,98,42,,,,REG,N
"RAPID REHAB and WELLNESS CENTER, INC.",9830298603,NV,,,,,Y,PQRS_GRP_182_1,Functional Outcome Assessment,N,100,929,,,,REG,N
NMS WELLNESS LLC,9830326289,MD,,,,,Y,PQRS_GRP_131_1,Pain Assessment and Follow-Up,N,67,540,,,,REG,N
VR PHYSICIAN FOR VEIN RESTORATION NY LLC,9830331453,NY,,,,,Y,PQRS_GRP_131_1,Pain Assessment and Follow-Up,N,0,344,,,,REG,N
VR PHYSICIAN FOR VEIN RESTORATION NY LLC,9830331453,NY,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,100,286,5,100,,REG,Y
VR PHYSICIAN FOR VEIN RESTORATION NY LLC,9830331453,NY,,,,,Y,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly,Y,0,238,5,0,,REG,Y
VR PHYSICIAN FOR VEIN RESTORATION NY LLC,9830331453,NY,,,,,Y,PQRS_GRP_47_1,Advance Care Plan,N,100,231,5,100,,REG,Y
OPELOUSAS GENERAL HEALTH SYSTEM PHYSICIAN PRACTICES,9830340694,LA,,,,,Y,PQRS_GRP_21_1,Perioperative Care: Selection of Prophylactic Antibiotic - First OR Second Generation Cephalosporin,N,100,142,,,,REG,N
OPELOUSAS GENERAL HEALTH SYSTEM PHYSICIAN PRACTICES,9830340694,LA,,,,,Y,PQRS_GRP_22_1,Perioperative Care: Discontinuation of Prophylactic Parenteral Antibiotics (Non-Cardiac Procedures),N,100,140,,,,REG,N
OPELOUSAS GENERAL HEALTH SYSTEM PHYSICIAN PRACTICES,9830340694,LA,,,,,Y,PQRS_GRP_23_1,Perioperative Care: Venous Thromboembolism (VTE) Prophylaxis (When Indicated in ALL Patients),N,100,143,,,,REG,N
OPELOUSAS GENERAL HEALTH SYSTEM PHYSICIAN PRACTICES,9830340694,LA,,,,,Y,PQRS_GRP_358_1,Patient-Centered Surgical Risk Assessment and Communication,N,100,171,,,,REG,N
